pack_name,piece_count_1,piece_count_2,difficulty_rating_1,difficulty_rating_2,brand_1,brand_2,num_puzzles,pieces_d1,pieces_d2,pieces_d3,pieces_d4,piece_count_pack,difficulty_rating_pack,w_pieces_diff_transformed,holdtime
Artifact Puzzles Kristian Adam Jacuzzi Boyz Ecru Puzzles Kristian Adam Pizza Boyz,283,387,1,1,Artifact,Ecru,2,670,0,0,0,670,1,-0.9189040547677534,18.1337970903864
Artifact Puzzles Randal Spangler Some Enchanted Evening Artifact Puzzles Justin Hillgrove Imps And Monsters,422,442,3,1,Artifact,Artifact,2,442,0,422,0,864,2,0.660263754268188,17.71664621903588
Nautilus Puzzles Zodiac Rainbow ,500,0,2,2,Nautilus,Nautilus,1,0,500,0,0,500,2,-0.2992575406712612,11.136908096698622
Artifact Puzzles Allie Sullberg Lets Dance Artifact Puzzles Kevin Sloan Welcome to the Wilderness,367,418,2,2,Artifact,Artifact,2,0,785,0,0,785,2,0.4983888236621213,9.032184335764155
Artifact Puzzles Gavin Watson Creature Comforts Artifact Puzzles Kevin Sloan Fragile Habitat,322,360,1,1,Artifact,Artifact,2,682,0,0,0,682,1,-0.893051921043918,23.05845893662207
Artifact Puzzles Daniel Merriam Man In The Moon Ecru Puzzles Nicole Gustafson The Bookkeeper,357,372,2,2,Artifact,Ecru,2,0,729,0,0,729,2,0.3596665515742241,37.662452305730696
Artifact Puzzles Angie Rees The Carrot Artifact Puzzles Kozyndan Bunny Blossoms,304,380,1,2,Artifact,Artifact,2,304,380,0,0,684,1,-0.1961274281064647,19.678828789252226
Wentworth Puzzles Nanook of the North Wentworth Puzzles Penguin Huddle,250,250,1,1,Wentworth,Wentworth,2,500,0,0,0,500,1,-1.3250350332787157,14.594914483800949
Artifact Puzzles Gore Icknield Way Artifact Puzzles Charles Courney Curran Lotus Lilies,317,329,2,3,Artifact,Artifact,2,0,317,329,0,646,2,0.5593097396194932,22.728230283839203
Artifact Puzzles Roch Urbaniak Unexpected Visitor Artifact Puzzles Lucas Cranach the Elder Hunting at Hartenfels Castle,303,349,2,1,Artifact,Artifact,2,349,303,0,0,652,1,-0.37451755632124767,29.86522755029094
Liberty Puzzles Haeckel Hummingbirds Nautilus Puzzles Mother Adams,485,222,2,2,Liberty,Nautilus,2,0,707,0,0,707,2,0.30316478686653386,42.78622047221136
Artifact Puzzles Jonik Troll Toll Artifact Puzzles Angie Rees Happy Harbor,365,281,1,2,Artifact,Artifact,2,365,281,0,0,646,1,-0.4225831616989449,17.728274109795624
Artifact Puzzles Kathryn Freeman The Sunday Paper Artifact Puzzles Sandi Rigby Tree of Wisdom Wooden,177,68,1,1,Artifact,Artifact,2,245,0,0,0,245,1,-2.1721009712503,9.807287939343992
Artifact Puzzles Tyukanov Flying Bottle Artifact Puzzles Tom Kidd Dunne Estates,300,423,2,1,Artifact,Artifact,2,423,300,0,0,723,1,-0.2616869529220182,0.9389895898390164
Liberty Puzzles Frenchy All On A Mardi Gras Day Liberty Puzzles Daria Hlazatova Leopard,527,491,3,3,Liberty,Liberty,2,0,0,1018,0,1018,3,1.901167167744103,2.111615935707338
Artifact Puzzles Dennis Brady Circles and Squares Artifact Puzzles Diego Mazzeo Mechanical Griffin,65,207,1,2,Artifact,Artifact,2,65,207,0,0,272,1,-1.3815090265863905,3.054004760665486
Artifact Puzzles - William Glackens Cape Cod Pier Artifact Puzzles Julius LeBlanc Stewart Yachting,139,319,2,2,Artifact,Artifact,2,0,458,0,0,458,2,-0.4417389153981614,2.0241690644313888
Artifact Puzzles Isabelle Plante La Connaissance Artifact Puzzles Justin Hillgrove Word Travels West,379,548,2,2,Artifact,Artifact,2,0,927,0,0,927,2,0.8220208261277967,6.2908770816665855
DaVici Puzzles Diana Zimens City Of Cats ,700,0,2,2,DaVici,DaVici,1,0,700,0,0,700,2,0.28493402377865096,5.182421610593275
DaVici Puzzles Friendship Day DaVici Puzzles Alexander Uglanov Awakening,332,164,1,1,DaVici,DaVici,2,496,0,0,0,496,1,-1.3356646392590372,1.2066964739339698
Artifact Puzzles Seurat Grande Jatte Artifact Puzzles Joe Vaux Fishing Village,428,254,2,1,Artifact,Artifact,2,254,428,0,0,682,1,-0.12460643772534971,8.995942299349467
Artifact Puzzles Edward Hopper Chop Suey Artifact Puzzles Edward Hopper Nighthawks ,346,374,1,1,Artifact,Artifact,2,720,0,0,0,720,1,-0.8131931967421905,9.90122465996832
"Nikolyaaa Red Boats Wheelgiant Balancing Boulder, Northern Territory, Australia",249,425,2,2,Other-Hand-cut,Other-Laser-cut,2,0,674,0,0,674,2,0.21610256494364788,6.964230681965243
Artifact Puzzles Karla Gerard By The Sea Ecru Puzzles Grant Haffner Sunset on Old Montauk Highway,356,282,1,1,Artifact,Ecru,2,638,0,0,0,638,1,-0.9894345588579655,3.3423202604512268
Thom Spencer Wheel Of Changing Colors Nervous System Geode Puzzle,325,0,2,2,unknown,unknown,1,0,325,0,0,325,2,-0.9627068847095733,6.846203566216783
Artifact Puzzles Bek Cruddace British Isles Map Artifact Puzzles Jim Flora Chioggia,493,359,1,1,Artifact,Artifact,2,852,0,0,0,852,1,-0.5564446301672126,16.237101755353
Wentworth Puzzles Royce McClure Sky Roads DaVici Puzzles Sergey Adeev Flying Frigate,500,130,1,1,DaVici,Wentworth,2,630,0,0,0,630,1,-1.007445388808925,3.1977135670827894
Liberty Puzzles Linnea Pergola Metropolitain Liberty Puzzles Linnea Pergola Lugano,537,318,2,2,Liberty,Liberty,2,0,855,0,0,855,2,0.6625425626345547,3.3734570415357408
Artifact Puzzles Outsider Insider Artifact Puzzles Sophie Taeuber-Arp Composition,409,302,2,2,Artifact,Artifact,2,0,711,0,0,711,2,0.31352676371422905,6.362971422384641
DaVici Puzzles Nadezhda Strelkina Peace On Earth ,695,0,2,2,DaVici,DaVici,1,0,695,0,0,695,2,0.27183525277538384,8.055924665820058
Nautilus Puzzles Vintage Tour De France ,407,0,2,2,Nautilus,unknown,1,0,407,0,0,407,2,-0.6273772864370792,3.9742039801270015
Ecru Puzzles Iris Scott The Discussion Ecru Puzzles Nico Klopp Martigues,197,302,2,3,Ecru,Ecru,2,0,197,302,0,499,2,0.15092792347071468,8.049657184030012
Artifact Puzzles Barnard Dragon Mountain Artifact Puzzles Angie Rees Happy Harbor,277,281,1,1,Artifact,Artifact,2,558,0,0,0,558,1,-1.1770817991947928,5.323230058590602
DaVici Puzzles Sergey Adeev On Land and Sea DaVici Puzzles Masha Molodykh Offstage,332,164,1,1,DaVici,DaVici,2,496,0,0,0,496,1,-1.3356646392590372,3.15658888448897
Liberty Puzzles Jane Tattersfield Birds Liberty Puzzles Castle Neuschwanstein,509,641,2,3,Liberty,Liberty,2,0,509,641,0,1150,2,1.813628372282981,10.819369995735636
Artifact Puzzles Edward Hopper Chop Suey Ecru Puzzles Nico Klopp Martigues,300,300,1,3,Artifact,Ecru,2,300,0,300,0,600,2,0.0096421570824912,3.9115465710899535
Unidragon Puzzles Eternal Elephant Unidragon Puzzles Serious Panda,325,170,2,2,unknown,unknown,2,0,495,0,0,495,2,-0.3157778033900763,16.01058906068927
Wentworth Puzzles Elena Kotliarker Hannukah in the Magic Garden Wentworth Puzzles Colin Thompson Bookshelf,250,500,3,1,Wentworth,Wentworth,2,500,0,250,0,750,2,0.08125564580801528,20.952269339834988
Liberty Puzzles United Nations Tour of Jordan,239,200,1,1,Liberty,Liberty,2,439,0,0,0,439,1,-1.4939691340813375,7.730914639473773
Liberty Puzzles Whimsical Map of San Diego ,537,0,2,2,Liberty,unknown,1,0,537,0,0,537,2,-0.180401351964891,11.031446281603843
Stumpcraft Julien Deval Malediction ,472,0,3,2,Other-Laser-cut,Other-Laser-cut,1,0,0,472,0,472,3,0.30575904802010306,44.80776462043469
Ecru Puzzles Erin Hanson Cypress Lights Ecru Puzzles Richard Friend Limberlost,398,355,3,2,Ecru,Ecru,2,0,355,398,0,753,2,0.8754007433402455,41.97773542439478
Stumpcraft Puzzles Tom Thomson Soft Maple in Autumn ,408,0,3,2,Other-Laser-cut,Other-Laser-cut,1,0,0,408,0,408,3,0.04426729577175574,14.612581480960174
Mosaic Puzzles 18th Century French Tapestry Stave Puzzles All Shook Up,250,90,1,3,Stave,Other-Laser-cut,2,250,0,90,0,340,2,-1.2727453260412165,11.836826154891412
Nautilus Vincent Van Gogh Rowing Boats on the Bank of the Oise ,434,0,2,2,Nautilus,Nautilus,1,0,434,0,0,434,2,-0.5272278739865288,17.738400786819987
Puzzle Michele Wilson Helen Dardik Rainbow Bird Wongo Puzzles The Salamander,325,0,2,2,unknown,unknown,1,0,325,0,0,325,2,-0.9627068847095733,16.009014270927235
Stave Puzzles Edith Bingham Give Me A Buzz Whimsy Puzzles Singing Fish,41,100,2,1,Stave,Other-Laser-cut,2,100,41,0,0,141,1,-2.4728858860438754,5.93659359858309
Puzzlewood Handmade Puzzles Map of Europe Zen Puzzles Lion,167,159,1,2,Other-Hand-cut,Other-Laser-cut,2,167,159,0,0,326,1,-1.3652029150831215,5.776503757534098
Liberty Puzzles Sue Coccia Frog ,498,0,3,2,Liberty,Liberty,1,0,0,498,0,498,3,0.4050304170046288,18.806845174736782
Snowflake Puzzles Peacocks and Poppies BCB Puzzles Miko A Wonderful Day,500,300,2,1,Other-Hand-cut,Other-Hand-cut,2,300,500,0,0,800,1,0.15092792347071468,27.75224700215441
Liberty Puzzles The Wonderous Isle of Manhattan ,722,0,3,2,Liberty,Liberty,1,0,0,722,0,722,3,1.1404057275532418,11.359961850122891
Liberty Puzzles Sue Coccia Bald Eagle Liberty Puzzles Sue Coccia Dolphin,375,250,1,1,Liberty,Liberty,2,625,0,0,0,625,1,-1.0187820567950039,13.990582120332268
Liberty Puzzles Alan Paterson Historical Map of New Zealand ,677,0,2,2,Liberty,Liberty,1,0,677,0,0,677,2,0.22413672157049727,30.18002342736721
Liberty Puzzles Janice Larson Orchids in the East Window Liberty Puzzles Linnea Pergola Nantucket,548,468,2,1,Liberty,Liberty,2,468,548,0,0,1016,1,0.49113273886057573,13.338002322182916
Liberty Puzzles Phil Lewis Let It Flow Liberty Puzzles Sue Coccia Grizzly Bear,419,471,2,2,Liberty,Liberty,2,0,890,0,0,890,2,0.7411732206426525,6.974283311163542
"Liberty Puzzles Vsevolod Niculin Bel Paese - Gastronomical Map of Italy Liberty Puzzles Giovanni Panini Interior of St. Peters, Rome",463,547,1,3,Liberty,Liberty,2,463,0,547,0,1010,2,1.079773137847183,19.005779549964966
Liberty Puzzles Jan Davidson L.A. By Night Liberty Puzzles Gisbert Combaz La Libre Esthetique,588,528,2,3,Liberty,Liberty,2,0,588,528,0,1116,2,1.6684662186565613,26.787607872411225
Liberty Puzzles Isaac Grunewald The Blue Pergola Liberty Puzzles Claude Monet The Artists Garden at Vetheuil,481,480,2,2,Liberty,Liberty,2,0,961,0,0,961,2,0.8943817243739924,22.88239478011117
Liberty Puzzles Phil Lewis Foxy Liberty Puzzles Henri Matisse The Pink Tablecloth,406,278,3,2,Liberty,Liberty,2,0,278,406,0,684,2,0.7345175537768376,18.994138079721147
"Liberty Puzzles The Dole Map of the Hawaiian Islands Liberty Puzzles Anitphonal Singing, Duige",530,529,2,2,Liberty,Liberty,2,0,1059,0,0,1059,2,1.0935705469188999,18.994138079721147
Artifact Puzzles Victor Molev Tale Of The Lost Space Ecru Puzzles Aaron Wolf The Kingdom,303,214,4,2,Artifact,Ecru,2,0,214,0,303,517,3,0.5816690851946399,35.494185129261496
Liberty Puzzles Lynon Aksamit Octopus ,495,0,3,2,Liberty,Liberty,1,0,0,495,0,495,3,0.3937604476424351,67.30972350946267
Artifact Puzzles Edward Hopper Nighthawks Artifact Puzzles Munch The Scream,374,232,2,2,Artifact,Artifact,2,0,606,0,0,606,2,0.02701358829242794,7.127764374723229
Wild Poppies Puzzles Claude Monet Poppy Field  Unidragon Puzzles Playful Parrots,325,170,2,2,unknown,unknown,2,0,495,0,0,495,2,-0.3157778033900763,8.279399415010035
Ecru Puzzles Ton Dubbeldam Grand Italia Artifact Puzzles Michelle Morin Hummingbirds,270,287,1,4,Artifact,Ecru,2,270,0,0,287,557,2,0.3083507938955512,14.058486285438669
Mr. Gogo Puzzles Watermelon TurtleTeasers Melissa Lipton Colorado Aspens,443,157,4,4,Other-Hand-cut,Other-Hand-cut,2,0,0,0,600,600,4,1.3590521236351787,53.8691850714968
BCB Puzzles Miko The Jazz Frog Choir Artifact Puzzles Iwona Lifsches Poohsticks,276,261,1,1,Artifact,Other-Hand-cut,2,537,0,0,0,537,1,-1.2293745861293544,16.082960642058982
Snowflake Puzzles Koganeibashi no sekishō Snowflake Puzzles Utagawa Hiroshige Zojoji Pagoda and Akabane,511,514,1,1,Other-Hand-cut,Other-Hand-cut,2,1025,0,0,0,1025,1,-0.2584474671921729,10.167226221189065
Liberty Puzzles Ditz Patchwork-Birds Liberty Puzzles A Resounding Success,562,513,1,1,Liberty,Liberty,2,1075,0,0,0,1075,1,-0.1788342836593265,8.161494159713877
Ecru Puzzles William Penhallow Henderson Lucero Place Artifact Puzzles Georges Seurat Grand Jatte,385,482,2,2,Artifact,Ecru,2,0,867,0,0,867,2,0.6897465680221743,12.078834709358716
DaVici Puzzles Diana Zimens City Of Cats ,700,0,2,2,DaVici,DaVici,1,0,700,0,0,700,2,0.28493402377865096,25.393385926647152
Stave Puzzles Steve Skelton Farm To Table ,670,0,3,2,Stave,Stave,1,0,0,670,0,670,3,0.9854606558097297,9.38098764339132
Puzzlewood Handmade Puzzles Map of Europe Zen Puzzles Lion,167,159,1,2,Other-Hand-cut,Other-Laser-cut,2,167,159,0,0,326,1,-1.3652029150831215,3.1714075217209143
Ecru Puzzles - Tomasz Pietrzyk Family House Ecru Puzzles Allen Gilbert Cram Fishermans Cottages,185,158,1,3,Ecru,Ecru,2,185,0,158,0,343,2,-0.9428826997672376,7.276156293648877
DaVici Puzzles Dmitry Alekseev Biscuit Mountain DaVici Puzzles Sergey Adeev Flying Frigate,170,130,1,1,DaVici,DaVici,2,300,0,0,0,300,1,-1.9505276611650495,2.1342280381397685
Artifact Puzzles Iwona Lifsches Santa Claus Delivery Wentworth Puzzles Do not Disturb ,158,250,1,3,Artifact,Wentworth,2,158,0,250,0,408,2,-0.4557698310782066,10.868916827927176
Artifact Puzzles Randal Spangler Computer Catastrophes Artifact Puzzles Bruce Riley Stem Cell,182,191,1,3,Artifact,Artifact,2,182,0,191,0,373,2,-0.7421613516695744,10.680986848133392
Ecru Roch Urbaniak Bosfor Artifact Puzzles Seurat Eiffel Tower,214,135,3,1,Artifact,Ecru,2,135,0,214,0,349,2,-0.6986633993030738,9.305858006988784
DaVici Puzzles Sergey Adeev On Land and Sea DaVici Puzzles Masha Molodykh Offstage,332,164,1,1,DaVici,DaVici,2,496,0,0,0,496,1,-1.3356646392590372,27.33187877182626
Artifact Puzzles Nicolas Roerich Varangians Artifact Puzzles Pursuit of Happiness,72,185,2,1,Artifact,Artifact,2,185,72,0,0,257,1,-1.8448169602298987,19.233429807564352
Ecru Puzzles Allen Gilbert Cram Fishermans Cottage Artifact Puzzles Georgia Okeefe Reflections,158,205,2,3,Artifact,Ecru,2,0,158,205,0,363,2,-0.41565614493937225,3.777462215917754
Artifact Puzzles Alceste Campriani Pappagalli Artifact Puzzles Autumn Egrets,201,130,2,2,Artifact,Artifact,2,0,331,0,0,331,2,-0.9363159761470499,14.83073747756
Artifact Puzzles Viktor Vasnetsov Sleeping Princess Artifact Puzzles Tomasz Pietrzyk Circle of Time,137,220,1,1,Artifact,Artifact,2,357,0,0,0,357,1,-1.7486630182437668,3.188443818951597
Ecru Puzzles Angela Gomes Monets Garden Ecru Puzzles Iwona Lifsches Weekend In Sommersby,214,355,2,1,Ecru,Ecru,2,355,214,0,0,569,1,-0.6869474022488598,8.011927624501736
Artifact Puzzles Tomasz Pietrzyk Tall Tower Artifact Puzzles Justin Hillgrove Imps And Monsters,629,442,1,1,Artifact,Artifact,2,1071,0,0,0,1071,1,-0.18510857755664048,14.981206852754829
Artifact Puzzles Jethro Buck Reading On The Carpet Of Paradise ,378,0,3,2,Artifact,Artifact,1,0,0,378,0,378,3,-0.08809687413918219,47.97974458941597
Ecru Puzzles Erin Hanson Cypress Lights Ecru Puzzles Richard Friend Limberlost,398,355,3,2,Ecru,Ecru,2,0,355,398,0,753,2,0.8754007433402455,11.914278460087012
Nautilus Puzzles The Baja Trail ,500,0,2,2,Nautilus,Nautilus,1,0,500,0,0,500,2,-0.2992575406712612,17.683747038169248
Artifact Puzzles Peruvian Tapestry Artifact Puzzles Susan Loy Marriage Of Two Minds,268,255,3,3,Artifact,Artifact,2,0,0,523,0,523,3,0.49718080031385303,23.880231576951445
Artifact Puzzles - Bruce Riley Half Life Artifact Puzzles - Bruce Riley Stem Cell,336,191,2,1,Artifact,Artifact,2,191,336,0,0,527,1,-0.53631808647302,1.482541180174051
Artifact Puzzles Karla Gerard Evening Stars Artifact Puzzles Susan Loy Bill Of Rights,644,303,1,2,Artifact,Artifact,2,644,303,0,0,947,1,0.08125564580801528,11.132365735053344
Artifact Puzzles Dennis Brady Circles and Squares Artifact Puzzles Diego Mazzeo Mechanical Griffin,65,207,1,2,Artifact,Artifact,2,65,207,0,0,272,1,-1.3815090265863905,10.023285984499514
DaVici Puzzles Dmitry Alekseev Biscuit Mountain DaVici Puzzles Sergey Adeev Flying Frigate,170,130,1,1,DaVici,DaVici,2,300,0,0,0,300,1,-1.9505276611650495,18.824933582472465
Artifact Puzzles Tyukanov Flying Bottle Artifact Puzzles Tyukanov Moon,300,300,2,3,Artifact,Artifact,2,0,300,300,0,600,2,0.4125178506240466,29.60223586066006
Artifact Puzzles Yuri Gorbachev Two Cats Artifact Puzzles Vladstudio Owl Internet Cafe,314,204,1,2,Artifact,Artifact,2,314,204,0,0,518,1,-0.809071113271526,22.80766651969444
Artifact Puzzles Joachim Patinir Crossing the River Styx Artifact Puzzles Ton Schulten Langs De Oever,168,134,2,1,Artifact,Artifact,2,134,168,0,0,302,1,-1.4062332966436921,21.954142096986786
Ecru Puzzles Franz Marc Cat Ecru Puzzles Patricia Hopwood-Wade Snowbirds,138,209,4,3,Ecru,Ecru,2,0,0,209,138,347,3,-0.02104714429205914,21.54134482346618
Artifact Puzzles Bokuyo Forest  ,689,0,4,2,Artifact,Artifact,1,0,0,0,689,689,4,1.6651853441404572,96.803227230661
Artifact Puzzles Great Robot Migration ,480,0,3,2,Artifact,Artifact,1,0,0,480,0,480,3,0.3366956847638468,124.72044826552091
Ecru Roch Urbaniak Bosfor Artifact Puzzles Seurat Eiffel Tower,214,135,3,1,Artifact,Ecru,2,135,0,214,0,349,2,-0.6986633993030738,43.8088223078102
Artifact Puzzles Jonik Troll Toll Artifact Puzzles Eric Joyner Tiki Misadventure,365,540,1,1,Artifact,Artifact,2,905,0,0,0,905,1,-0.461053311273032,81.73502144084753
Artifact Puzzles Edward Hopper Chop Suey Artifact Puzzles Edward Hopper Nighthawks ,346,374,1,1,Artifact,Artifact,2,720,0,0,0,720,1,-0.8131931967421905,96.6422447390005
Artifact Puzzles Tom Kidd Dunne Estates Artifact Puzzles Old Venice Map,423,91,2,1,Artifact,Artifact,2,91,423,0,0,514,1,-0.40530384171258954,26.477573810385906
Stave Puzzles Spa de Bow Wow Wentworth Puzzles Joseph Turner Dawn after the Wreck,65,140,4,2,Stave,Wentworth,2,0,140,0,65,205,3,-1.2218191895810024,69.1114074737928
Artifact Puzzles Van Gogh De Sterrennacht  Artifact Puzzles Kathryn Freeman The Sunday Paper Wooden,336,177,3,2,Artifact,Artifact,2,0,177,336,0,513,2,0.23481098526076424,83.1849324360751
Artifact Puzzles Sorolla Valencia Artifact Puzzles Monet Bridge ,150,156,1,1,Artifact,Artifact,2,306,0,0,0,306,1,-1.9280985153147678,25.70788203786152
Artifact Puzzles Bee Eater Artifact Puzzles Gustav Klimt Baby,425,295,2,2,Artifact,Artifact,2,0,720,0,0,720,2,0.3366956847638468,30.058741577622182
"Stave Puzzles My Special Tea Wentworth Puzzles The Library Chatsworth, Derbyshire",75,300,3,1,Stave,Wentworth,2,300,0,75,0,375,2,-1.2598893911892217,68.86575285231471
Artifact Puzzles Joe Vaux Grass Is Greener Artifact Puzzles Justin Hillgrove Mad Tea Party,154,206,1,1,Artifact,Artifact,2,360,0,0,0,360,1,-1.7386720108802862,67.89283133287519
Nautilus Puzzles Hello Angel Up ,450,0,2,2,Nautilus,Nautilus,1,0,450,0,0,450,2,-0.46988590532210667,59.80475768155736
Artifact Puzzles Aaron Wolf Cathedral Of The Changing Tides Artifact Puzzles Jeyselle Solentiname Jungle,360,319,3,3,Artifact,Artifact,2,0,0,679,0,679,3,1.0128551003585018,79.68212970607114
Artifact Puzzles Hieronymus Bosch Garden Of Earthly Delights ,529,0,3,2,Artifact,Artifact,1,0,0,529,0,529,3,0.5188448475143969,47.92766732107555
Liberty Puzzles Paul Signac The Port of Saint-Tropez Liberty Puzzles Janice Larson Fall Garden,533,488,2,3,Liberty,Liberty,2,0,533,488,0,1021,2,1.4742462755474388,47.92766732107555
Ecru Puzzles Erin Hanson Cypress Lights Artifact Puzzles Vincent Van Gogh Two Figures In the Undergrowth,398,446,3,3,Artifact,Ecru,2,0,0,844,0,844,3,1.4759863901231776,35.1301813470108
Artifact Puzzles Tomasz Pietrzyk Clocks Double-Sided Ecru Puzzles Emily Carr Tanoo,148,117,3,3,Artifact,Ecru,2,0,0,265,0,265,3,-0.6636991099106919,39.06671759576501
Ecru Puzzles Iris Scott The Discussion Ecru Puzzles Nico Klopp Martigues,197,302,2,3,Ecru,Ecru,2,0,197,302,0,499,2,0.15092792347071468,3.409095921912604
Ecru Puzzles Mystery Puzzle #21 Artifact Puzzles Allen Douglas The Kraken,181,219,2,3,Artifact,Ecru,2,0,181,219,0,400,2,-0.26817899626137537,4.859770119834479
Wentworth Puzzles Holbein The Ambassadors Wentworth Puzzles Antwerpen-Centraal Railway Station Belgium,230,250,1,1,Wentworth,Wentworth,2,480,0,0,0,480,1,-1.3787816378872597,11.321071887688056
Artifact Puzzles Bruegel Triumph of Death Artifact Puzzles Lucas Cranach the Elder Hunting at Hartenfels Castle,361,349,2,2,Artifact,Artifact,2,0,710,0,0,710,2,0.3109400304740736,83.7236174202105
Artifact Puzzles Bee Eater Artifact Puzzles Gustav Klimt Baby,425,295,2,2,Artifact,Artifact,2,0,720,0,0,720,2,0.3366956847638468,11.929573734961425
Artifact Puzzles Tyson Grumm The Sleepover Artifact Puzzles Paul Bond The Yogi,405,310,1,1,Artifact,Artifact,2,715,0,0,0,715,1,-0.8235329233237091,33.87486545600023
Artifact Puzzles Iwona Lifsches Poohsticks Artifact Puzzles Deccan Miniature,261,150,1,2,Artifact,Artifact,2,261,150,0,0,411,1,-1.1697223242291854,55.33655643492051
Artifact Puzzles Iris Scott Tiger Fire Artifact Puzzles Rachel Pedder-Smith Abandoned Garden,306,296,3,2,Artifact,Artifact,2,0,296,306,0,602,2,0.4249513289062019,12.816654473718495
Ecru Puzzles Mystery Puzzle #15 Ecru Puzzles Mystery Puzzle #16,357,331,2,3,Ecru,Ecru,2,0,357,331,0,688,2,0.659123662812554,13.819252599197696
Artifact Puzzles Gordon Barker Seaside Artifact Puzzles Kate Swanson Sandpipers,242,161,1,1,Artifact,Artifact,2,403,0,0,0,403,1,-1.6013706070717426,3.664090912479665
Ecru Puzzles Mystery Puzzle #17 Ecru Puzzles Mystery Puzzle #23,300,447,1,3,Ecru,Ecru,2,300,0,447,0,747,2,0.5828409539039875,3.965004452679942
Artifact Puzzles Van Gogh De Sterrennacht  Artifact Puzzles Kathryn Freeman The Sunday Paper Wooden,336,177,3,2,Artifact,Artifact,2,0,177,336,0,513,2,0.23481098526076424,4.215689079120289
Nautilus Puzzles Graeme Stevenson Grizzly Bear Dreams Nautilus Puzzles Linda Bittner California Courtship,400,426,2,2,Nautilus,Nautilus,2,0,826,0,0,826,2,0.5956992577862635,21.89325577274412
Wemtworth Puzzles Neuschwanstein Castle Wentworth Puzzles London The Thames,250,250,2,2,Wentworth,Wentworth,2,0,500,0,0,500,2,-0.2992575406712612,20.551311397122547
